tj,pers
ғаллакӯбак,هکوبکّغل
ғаллакӯбӣ,هکوبیّغل
ғалламус,هموسّغل
ғаллапоя,هپایهّغل
ғалласупорӣ,هسپاریّغل
ғаллафурӯш,هفروشّغل
ғаллафурӯшӣ,هفروشیّغل
ғаллахез,هخیزّغل
ғаллахушконак,هخشکانکّغل
ғаллаҷаллоб,بّهجلاّغل
ғаллаҷаллобӣ,بیّهجلاّغل
ғалмағал,غلمغل
ғало,غلا
ғалоғул,غلاغل
ғалоғула,غلاغله
ғалоғуланок,غلاغلهناک
ғалсамагӣ,غلسمگی
ғалсамадор,غلسمهدار
ғалт,غلت
ғалтак,غلتک
ғалтакӣ,غلتکی
ғалтида,غلتیده
ғалтидан,غلتیدن
ғалтиш,غلتش
ғалтон,غلتان
ғалча,غلچه
ғалҷ,غلج
ғам,غم
ғамак,غمک
ғамбор,غمبار
ғамгин,غمگین
ғамгинӣ,غمگینی
ғамгинона,غمگینانه
ғамгусор,غمگسار
ғамгусорӣ,غمگساری
ғамдида,غمدیده
ғамз,غمز
ғамза,غمزه
ғамзада,غمزده
ғамзудой,یغمزدا
ғамида,غمیده
ғамидадил,غمیدهدل
ғамин,غمین
ғамӣ,غمی
ғамнок,غمناک
ғамнокӣ,غمناکی
ғамнома,غمنامه
ғамрӯзӣ,غمروزی
ғамус,غمس
ғамхор,غمخوار
ғамхорӣ,غمخواری
ған,غن
ғанаб,غنب
ғанав,غنو
ғанавидан,غنویدن
ғанак,غنک
ғанам,غنم
ғанг,غنگ
ғаним,غنیم
ғанимат,غنیمت
ғаниматӣ,غنیمتی
ғанӣ,غنی
ғано,غنا
ғаноим,غنائم
ғанҷ,غنج
ғанҷол,غنجال
ғанҷор,غنجار
ғар,غر
ғараз,غرض
ғаразӣ,غرضی
ғарам,غرم
ғаранг,غرنگ
ғарб,غرب
ғарбӣ,غربی
ғарв,غرو
ғарғар,غرغر
ғарғара,غرغره
ғариб,غریب
ғариба,غریبه
ғарибӣ,غریبی
ғарибона,غریبانه
ғариз,غریز
ғариза,غریزه
ғаризӣ,غریزی
ғариқ,غریق
ғарим,غریم
ғарин,غرین
ғарӣ,غری
ғарқ,غرق
ғарқа,غرقه
ғарқоб,غرقاب
ғароба,غرابه
ғаробат,غرابت
ғароиб,غرایب
ғаромат,غرامت
ғарора,غراره
ғарош,غراش
ғарошидан,غراشیدن
ғарра,هّغر
ғаррасутун,هستونّغر
ғарро,اّغر
ғаррос,اسّغر
ғарс,غرس
ғарф,غرف
ғарч,غرچ
ғарча,غرچه
ғарчғарч,غرچغرچ
ғасаён,غثیان
ғасақ,غسق
ғасб,غصب
ғасбан,غصبا
ғасбӣ,غصبی
ғасён,غثیان
ғасул,غسول
ғафабанд,غفهبند
ғафир,غفیر
ғафлат,غفلت
ғафлатӣ,غفلتی
ғафс,غفس
ғафсбадан,غفسبدن
ғафсӣ,غفسی
ғафсовоз,غفسآواز
ғафспӯст,غفسپوست
ғафссадо,غفسصدا
ғафстана,غفستنه
ғафур,غفور
ғаффа,غفه
ғаффор,ارّغف
ғаффорӣ,اریّغف
ғаҷарғаҷар,غجرغجر
ғаҷаррос,اسّغجر
ғаш,غش
ғашш,غش
ғашамшам,غشمشم
ғашғов,غشغاو
ғашдор,غشدار
ғашён,غشیان
ғашй,غشی
ғашм,غشم
ғашнок,غشناک
ғашова,غشاوه
ғашум,غشوم
ғаюр,غیور
ғаюрӣ,غیوری
ғаюрона,غیورانه
ғев,غیو
ғежидан,غیژیدن
ғел,غیل
ғелак,غیلک
ғелаккабоб,غیلککباب
ғелғелак,غیلغیلک
ғелғелон,غیلغیلان
ғелиш,غیلش
ғелоғел,غیلاغیل
ғелон,غیلان
ғеҷида,غیجیده
ғеҷидан,غیجیدن
ғеҷон,غیجان
ғеша,غیشه
ғибта,غبطه
ғидғид,غدغد
ғиёб,غیاب
ғиёс,غیاث
ғижак,غیژک
ғижғиж,غژغژ
ғижжак,غیژک
ғиззас,سّغز
ғизо,غذا
ғизодиҳӣ,غذادهی
ғизоӣ,غذائی
ғизол,غزال
ғизола,غزاله
ғизохӯрӣ,غذاخوری
ғил,غل
ғилдиракдор,غلدرکدار
ғилдираксоз,غلدرکساز
ғилзат,غلظت
ғилл,غل
ғилмак,غلمک
ғилмон,غلمان
ғилоф,غلاف
ғилофӣ,غلافی
ғилч,غلچ
ғингғинг,غنگغنگ
ғино,غنا
ғиногар,غناگر
ғиноӣ,غنایی
ғирбол,غربال
ғирғир,غرغر
ғирғирак,غرغرک
ғирғиракбозӣ,غرغرکبازی
ғирев,غریو
ғиревидан,غریویدن
ғиревон,غریوان
ғирингғиринг,غرنگغرنگ
ғирингос,غرنگاس
ғиром,غرام
ғиромӣ,غرامی
ғирр,ّغر
ғирора,هغرار
ғирри,یّغر
ғитоъ,ئغطا
ғич,غیچ
ғичиррос,غچراس
ғиҷим,غجیم
ғиҷимшуда,غجیمشده
ғиҷин,غجین
ғиҷирғиҷир,غجیرغجیر
ғиҷиррос,اسّغجیر
ғишша,هّغش
ғоб,غاب
ғоба,غابه
ғов,غاو
ғовӣ,غاوی
ғовшанг,غاوشنگ
ғовшу,غاوشو
ғодир,غادر
ғодия,غادیه
ғоз,غاز
ғоза,غازه
ғозия,غاذیه
ғозӣ,غازی
ғозӣ,غاذی
ғоиб,غایب
ғоибӣ,غایبی
ғоибона,غایبانه
ғоила,غایله
ғоӣ,غائی
ғол,غال
ғола,غاله
ғолиб,غالب
ғолибан,غالبا
ғолибият,غالبیت
ғолибӣ,غالبی
ғолидан,غالیدن
ғолит,غالط
ғолия,غالیه
ғолиябор,غالیهبار
ғолиябӯй,غالیهبوی
ғолиягун,غالیهگون
ғолиядон,غالیهدان
ғолиязулф,غالیهزلف
ғолиямӯй,غالیهموی
ғолиясой,یغالیهسا
ғолияфом,غالیهفام
ғомиз,غامض
ғон,غان
ғоним,غانم
ғор,غار
ғорат,غارت
ғоратгар,غارتگر
ғоратгарӣ,غارتگری
ғоратгарона,غارتگرانه
ғоратӣ,غارتی
ғориб,غارب
ғориқ,غارق
ғорнишин,غارنشین
ғорнишинӣ,غارنشینی
ғоршиносӣ,غارشناسی
ғосиб,غاصب
ғосибӣ,غاصبی
ғосибона,غاصبانه
ғосиқ,غاسق
ғофил,غافل
ғофилӣ,غافلی
ғофилона,غافلانه
ғофир,غافر
ғош,غاش
ғошия,غاشیه
ғошиябардор,غاشیهبردار
ғоя,غایه
ғоявӣ,غایوی
ғоят,غایت
ғубор,غبار
ғуборӣ,غباری
ғуборрӯбӣ,غبارروبی
ғувғув,غوغو
ғудғуд,غدعد
ғужб,غژب
ғужм,غژم
ғузруф,غضروف
ғук,غوک
ғулба,غلبه
ғулбача,غلبچه
ғулғула,غلغله
ғулдурғулдур,غلدرغلدر
ғуллӣ,غولی
ғулобча,غلابچه
ғулом,غلام
ғуломак,غلامک
ғуломзода,غلامزاده
ғуломӣ,غلامی
ғуломҷаллоб,بّغلامجلا
ғуломҷаллобӣ,بیّغلامجلا
ғулув,غلو
ғулул,غلول
ғумой,غمای
ғумум,غموم
ғун,غن
ғунан,غنن
ғунд,غند
ғунда,غنده
ғундоранда,غندارنده
ғундошта,غنداشته
ғундоштан,غنداشتن
ғунна,هّغن
ғунувида,غنویده
ғунудагӣ,غنودگی
ғунудан,غنودن
ғунучин,غنوچین
ғунча,غنچه
ғунчахусб,غنچهخسب
ғунҷ,غنج
ғунҷидан,غنجیدن
ғунҷоиш,غنجایش
ғуншуда,غنشده
ғурра,غره
ғурак,غرک
ғурранда,ندهّغر
ғуррас,سّغر
ғурбат,غربت
ғурвоша,غرواشه
ғурғур,غرغر
ғурридан,غریدن
ғурриш,غرش
ғурм,غرم
ғурмдор,غرمدار
ғуроб,غراب
ғуррондан,اندنّغر
ғуррос,اسّغر
ғурросзанон,اسزنانّغر
ғурр,ّغر
ғурра,هّغر
ғурридор,یدارّغر
ғурринок,یناکّغر
ғуррипешона,یپیشانهّغر
ғуррӣ,یّغر
ғуруб,غروب
ғурунгас,غرنگس
ғурур,غرور
ғурӯша,غروشه
ғурӯшонидан,غروشانیدن
ғурфа,غرفه
ғусл,غسل
ғусн,غصن
ғуфрон,غفران
ғуҷ,غوج
ғуҷум,غجوم
ғӯза,غوزه
ғӯзапояғундорӣ,غوزهپایهغنداری
ғӯл,غول
ғӯла,غوله
ғӯлафарш,غولهفرش
ғӯлачӯб,غولهچوب
ғӯлинг,غولینگ
ғӯлингоб,غولینگآب
ғӯлингхоӣ,غولینگخایی
ғӯлӣ,غولی
ғӯлунг,غولنگ
ғӯлунгоб,غولنگآب
ғӯлпайкар,غولپیکر
ғӯриён,غوریان
ғӯрӣ,غوری
ғӯт,غوت
ғӯтида,غوتیده
ғӯтидан,غوتیدن
ғӯш,غوش
ғул,ّغل
ғулл,ّغل
ғура,غوره
ғӯра,غوره
ғуффа,غفه
ғуфа,غفه
ғайриманқула,غیرمنقول
ғалтонидан,غلتانیدن
ғалтонидан,غلتاندن
ғафлатан,غفله
ғежонидан,غیژانیدن
ғежонидан,غیژاندن
ғелонидан,غیلانیدن
ғеҷонидан,غیجانیدن
ғеҷонидан,غیجاندن
ғишоъ,غشائ
ғишоъ,غشا
ғулхона,غلخانه
ғунҷонидан,غنجانیدن
ғунҷонидан,غنجاندن
ғӯта,غوطه
ғӯтахӯрӣ,غوتهخوری
ғӯтон,غوطان
ғӯтон,غوتان
ғӯтонидан,غوطانیدن
ғав,غاو
ғов,غو
ғаррас,اسّغر
ғаррас,سّغر
ғаррос,سّغر
ғижжас,اسّغژ
ғижжас,سّغژ
ғижжос,اسّغژ
ғижжос,سّغژ
ғинг,غنگی
ғинг,غنگ
ғингӣ,غنگی
ғингӣ,غنگ
ғингас,غنگاس
ғингас,غنگس
ғингос,غنگاس
ғингос,غنگس
ғунгас,غنگاس
ғунгас,غنگس
ғунгос,غنگاس
ғунгос,غنگس
ғурунгос,غرنگس
ғурунгос,غرنگاس
ғурунгас,غرنگاس
ғаброъ,غبرا‌ئ
ғамдор,غم‌دار
ғаразомез,غرض‌آمیز
ғидӣғидӣ,غدی‌غدی
ғирчғирч,غرچ‌غرچ
ғунгғунг,غنگ‌غنگ
ғурунгғурунг,غرنگ‌غرنگ
ғутғут,غت‌غت
ғӯзаҷаллоб,غوزه‌بّجلا
ғабғаба,غبغب‌ه
ғабғабдор,غبغب‌دار
ғабоват,غ‌باوت
ғаввосона,غواصان‌ه
ғавғогар,غوغا‌گر
ғавғоталаб,غوغا‌طلب
ғавчӯб,غو‌چوب
ғадоир,غ‌دائر
ғазабангез,غضب‌انگیز
ғазаббор,غضب‌بار
ғазабовар,غضب‌آور
ғазаболуд,غضب‌آلود
ғазабомез,غضب‌آمیز
ғазалиёт,غزل‌بات
ғазалнавис,غزل‌نویس
ғазалхон,غزل‌خوان
ғазалхонон,غزل‌خوانان
ғазоталаб,غزا‌طلب
ғайбатгӯӣ,غیبت‌گویی
ғайбатдӯст,غیبت‌دوست
ғайбаткунанда,غیبت‌کننده
ғайбатхона,غیبت‌خانه
ғайбатчӣ,غیبت‌چی
ғайббин,غیب‌بین
ғайбгӯй,ی‌غیبگو
ғайбгӯӣ,غیب‌گوئی
ғайбдон,غیب‌دان
ғайбдонӣ,غیب‌دانی
ғайбзада,غیب‌زده
ғайратбахш,غیرت‌بخش
ғайратдор,غیرت‌دار
ғайраткаш,غیر‌تکش
ғайраткашӣ,غیرت‌کشی
ғайратнок,غیرت‌ناک
ғайратнокӣ,غیرت‌ناکی
ғайриадабӣ,غیری‌ادبی
ғайриамалӣ,غیر‌عملی
ғайриаслӣ,غیر‌اصلی
ғайриасосӣ,غیر‌اساسی
ғайрибеҳдоштӣ,غیر‌بهداشتی
ғайривоҷиб,غیر‌واجب
ғайридинӣ,غیر‌دینی
ғайризаминӣ,غیر‌زمینی
ғайриилмӣ,غیر‌علمی
ғайриимкон,غیر‌امکان
ғайриинтизорӣ,غیر‌انتظاری
ғайриихтиёрӣ,غیر‌اختیاری
ғайрикасбӣ,غیر‌کسبی
ғайрикомил,غیر‌کامل
ғайрикорӣ,غیر‌کاری
ғайрикофӣ,غیر‌کافی
ғайриқаторӣ,غیر‌قطاری
ғайримаданӣ,غیر‌مدنی
ғайримактабӣ,غیر‌مکتبی
ғайримаскун,غیر‌مسکون
ғайримаскунӣ,غیر‌مسکونی
ғайримасъул,غیر‌مسئول
ғайриматлуб,غیر‌مطلوب
ғайримаҷбурӣ,غیر‌مجبوری
ғайримаҷозӣ,غیر‌مجازی
ғайримашрӯъ,غیر‌مشروع
ғайримаъзур,غیر‌معذور
ғайримаъруф,غیر‌معروف
ғайримоддӣ,غیر‌مادی
ғайримуқаррарӣ,غیر‌مقرری
ғайримуқимӣ,غیر‌مقیمی
ғайримуназзам,غیر‌منظم
ғайримунсариф,غیر‌منصرف
ғайримунтазам,غیر‌منتظم
ғайримунташир,غیر‌منتشر
ғайримустақил,غیر‌مستقل
ғайримуташаккил,غیر‌متشکل
ғайримуҳим,غیر‌مهم
ғайримӯътадил,غیر‌معتدل
ғайринавбатӣ,غیر‌نوبتی
ғайриноқил,غیر‌ناقل
ғайринофиз,غیر‌نافذ
ғайриодӣ,غیر‌عادی
ғайрисамимӣ,غیر‌صمیمی
ғайрисареҳ,غیر‌صریح
ғайрисинфӣ,غیر‌صنفی
ғайрисунъӣ,غیر‌صنعی
ғайритабиӣ,غیر‌طبیعی
ғайритамосӣ,غیر‌تماسی
ғайритаъҷилӣ,غیر‌تعجیلی
ғайритиҷоратӣ,غیر‌تجارتی
ғайрихолис,غیر‌خالص
ғайриҳаётӣ,غیر‌حیاتی
ғайриҳақиқӣ,غیر‌حقیقی
ғайриҳарбӣ,غیر‌حربی
ғайриҳизбӣ,غیر‌حزبی
ғайриҳирфаӣ,غیر‌حرفهای
ғайриҳукуматӣ,غیر‌حکومتی
ғайричашмдошт,غیر‌چشمداشت
ғайришаръӣ,غیر‌شرعی
ғайрият,غیر‌یت
ғайрпараст,غیر‌پرست
ғайрпарастӣ,غیر‌پرستی
ғалабаовар,غلبه‌آور
ғалабанопазир,غلبه‌ناپذیر
ғалаёномез,غلیان‌آمیز
ғалатандоз,غلط‌انداز
ғалатандозӣ,غلط‌اندازی
ғалатафшон,غلط‌افشان
