tj,pers
Алан Уорио Да Коста Силва,آلان (بازیکن فوتبال، زاده ۱۹۷۹)
Алан Эдуардо Cконс,آلن شونس
Аланд,جزایر الند
Аланин,آلانین
Алансиню,آلانزینیو
Алапаевск,آلاپیوسک
Алаф,چمن‌کاری
Алафдаравак,چمن‌زن
Алафзор,چمنزار
Алафҳои бегона,علف هرز
Алафи гунҷишк,علف ترکی
Алафкуш,علف‌کش
Алба-Юлия,آلبا ایولیا
Алба Монтсеррат,آلبا مونتسرات
Албазинка (деҳа),آلبازینکا
Албания,آلبانی
"Албания,Ню-Йорк",آلبانی، نیویورک
Албониёиҳо,آلبانیایی‌ها
Албанияи Қафқозӣ,آلبانیای قفقاز
Албано Биссарри,آلبانو بیزاری
Албастӣ,آل (افسانه)
Албаҷара,الباگیارا
Албер Камю,آلبر کامو
Албер Лебрен,آلبر لوبرن
Алберт Бандура,آلبرت بندورا
Алберт Биерстадт,آلبرت بیرشتات
Алберт Виванкос,البرت ویوانکوس
Алберт Вирхили,البرت ویرجیلی
Алберт Далмау,البرت دالمائو
Алберт Дорка,البرت دورکا
Алберт Канал (футболбоз),کانال البرت (بازیکن فوتبال)
Алберт Крусат,البرت کراست
Алберт Луке,آلبرت لوکی
Алберт Мантека,البرت مانتکا
Алберт Маррама,البرت ماراما
Алберт Миравент,البرت میراوینت
Алберт Пуигдолерс,البرت پویندلرز
Алберт Риера,آلبرت ریرا
"Алберт Риера (футболбоз, тав. 1983)",البرت ریرا (بازیکن فوتبال، زاده ۱۹۸۳)
Алберт Рока,البرت روکا
Алберт Селадес,آلبرت سلادس
Алберт Серра Фигерас,البرت سرا (بازیکن فوتبال)
Алберт Серран,البرت سران
Алберт Томас,آلبرت توماس سوبرپرا
Алберт Урреа,البرت اورئا
Алберт Феррер,آلبرت فرر
"Алберт Холмс (футболбоз, тав. 1885)",آلبرت هلمز (بازیکن فوتبال، زاده ۱۸۸۵)
Алберт Хоркера,البرت جورکرا
Алберт Шестернёв,آلبرت شسترنیوف
Алберт Эйнштейн,آلبرت اینشتین
Алберт Яге,البرت یاگو
Албертин Монтоя,آلبرتین مونتویا
Алберто Абенгосар,البرتو آبنگوزار
Алберто Агилар Лейва,آلبرتو اگیلار
Алберто Акоста,آلبرتو آکوستا
Алберто Белсуэ,البرتو بلسوئه
Алберто Бенито,البرتو بنیتو (بازیکن فوتبال، زاده ۱۹۹۲)
Алберто Бенито Кастанйеда,البرتو بنیتو (بازیکن فوتبال، زاده ۱۹۷۲)
Алберто Ботия,آلبرتو بوتیا
Алберто Буэно,آلبرتو بوئنو
Алберто Валентим,آلبرتو والنتیم
Алберто Варо,البرتو وارو
Алберто Виларинйо Собрадо,ککو (بازیکن فوتبال، زاده ۱۹۹۶)
Алберто Витория,البرتو ویتوریا
Алберто Галатео,آلبرتو گالاتئو
Алберто Гарсия (футболбози испанӣ),البرتو گارسیا (بازیکن فوتبال اسپانیایی)
Алберто Гитян,البرتو گوتیان
Алберто Гомес (футболбози аргентинӣ),آلبرتو گومز (بازیکن فوتبال آرژانتینی)
Алберто Гонсалес Перес,البرتو گونزالس (بازیکن فوتبال، زاده ۱۹۸۳)
Алберто Горрис,البرتو گورریز
Алберто Де Ла Белла,البرتو د لا بلا
Алберто Делгадо Кинтана,البرتو دلگادو (بازیکن فوتبال اسپانیا)
Алберто Жуниор Родригес,آلبرتو جونیور رودریگز
Алберто Запатер,البرتو زاپایتر
Алберто Карбонел,البرتو کاربونل
Алберто Кароу,آلبرتو کارو
Алберто Кивидини,آلبرتو چیویدینی
Алберто Килес,البرتو کویلز
Алберто Кобо,البرتو کوبو
Алберто Лопес Артесерос,البرتو لوپز (بازیکن فوتبال، زاده ۱۹۸۸)
Алберто Лопес Фернандес,البرتو لوپز (بازیکن فوتبال، زاده ۱۹۶۹)
Алберто Лопо,آلبرتو لوپو (بازیکن فوتبال)
Алберто Лора,البرتو لورا
Алберто Малагон Амате,تیتو مالاگن
Алберто Манга,البرتو مانگا
Алберто Мануэл Домингес Ривас,البرتو دومینگز (بازیکن فوتبال)
Алберто Марио Гонсалес,آلبرتو ماریو گونزالس
Алберто Мариотти,آلبرتو ماریوتی
Алберто Марковекчио,آلبرتو مارکووکیو
Алберто Маркос Рей,البرتو مارکوس
Алберто Марсико,آلبرتو مارسیکو
Алберто Мартин Гомес,آلبرتو مارتین گومز
Алберто Мартин Ромо Гарсия Адамес,البرتو مارتین (بازیکن فوتبال)
Алберто Мартинес Диас,برتو (بازیکن فوتبال)
Алберто Мачимбаррена,البرتو ماچیمبارنا
Алберто Монтеагудо,البرتو مونتاگودو
Алберто Монтехо,البرتو منتجو
Алберто Морено (футболбоз),آلبرتو مورنو
Алберто Ногера,البرتو نوگرا
Алберто Оако,آلبرتو اوهاکو
Алберто Ормаэчеа,البرتو اورماتکسا
Алберто Переа,البرتو پیریا
Алберто Перес Забала,البرتو پرز زابالا
Алберто Перес Кинтана,البرتو کویینتانا (بازیکن فوتبال، زاده ۱۹۹۶)
Алберто Прада,البرتو پرادا
Алберто Рендо,آلبرتو رندو
Алберто Ривера Писарро,آلبرتو ریورا پیزارو
Алберто Сааведра,البرتو ساودرا
Алберто Саинс,آلبرتو ساینز
Алберто Сансимена Чаморро,تته (بازیکن فوتبال)
Алберто Сериони,آلبرتو سریونی
Алберто Сифуэнтес Мартинес,البرتو چیفوئنتس
Алберто Сория,آلبرتو سوریا
Алберто Сосайя,آلبرتو زوزایا
Алберто Спенсер,آلبرتو اسپنسر
Алберто Суарес,البرتو سوارز
Алберто Супписи,آلبرتو سوپیکی
Алберто Тарантини,آلبرتو تارانتینی
Алберто Торил,البرتو توریل
Алберто Фанеси,آلبرتو فانزی
Алберто Фернандес Фернандес,البرتو فرناندز (بازیکن فوتبال، زاده ۱۹۴۳)
Алберто Хименес Бенитес,البرتو خیمنز (بازیکن فوتبال)
Алберто Эдхого Овоно,البرتو اژوگو-اوونو
Алберто Эредия Себалос,البرتو هردیا
Алберто Эскасси,البرتو اسکسی
Алберту Нотуш,آلبرتو ناتوش
Албершвенде,البرس‌چواند
Албинизм,آلبینیسم
Албион (шаршара),آبشار آلبیون
Албит,آلبیت
Албом,آلبوم
Албрехт Алтдорфер,آلبرشت آلتدورفر
Албрус,البروس
Албуминҳо,آلبومین
Албурз,البرز
Алванд,الوند (قزوین)
Алвар Гулстранд,آلوار گالسترند
Алварес Луис Уолтер,لوئیس والتر آلوارز
Алваро Антон Камареро,الوارو انتون (بازیکن فوتبال زاده ۱۹۸۳)
Алваро Арбелоа,آلوارو آربه‌لوآ
Алваро Арройо,الوارو ارویو
Алваро Байгорри,الوارو بایگوری
Алваро Бенито,الوارو بنیتو
Алваро Брачи,الوارو براچی
Алваро Бустос,الوارو بوستوس
Алваро Вадило,الوارو وادیلو
Алваро Васкес,آلوارو واسکز
Алваро Вега,الوارو وگا
Алваро Гарсия Канто,الوارو گارسیا (بازیکن فوتبال زاده ۱۹۸۶)
Алваро Гарсия Ривера,الوارو گارسیا (بازیکن فوتبال زاده ۱۹۹۲)
Алваро Гонсалес Соберон,الوارو گونزالس (بازیکن فوتبال، زاده ۱۹۹۰)
Алваро Дел Морал,الوارو دل مورال
Алваро Домингес,آلوارو دومینگز (بازیکن فوتبال، زاده ۱۹۸۱)
Алваро Домингес Сото,آلوارو دومینگز (بازیکن فوتبال، زاده ۱۹۸۹)
Алваро Дэвид Монтеро,آلوارو مونترو
Алваро Засо,الوارو زازو
Алваро Иглесяс,الوارو ایگلسیاس (بازیکن فوتبال)
Алваро Клауси,الوارو کلاوسی
Алваро Коррал,الوارو کرال
Алваро Лемос,الوارو لموس
Алваро Мартинес Ахинага,الوارو مارتینز (بازیکن فوتبال، زاده ۱۹۷۹)
